reference,name,site-addre,hectares,ownership-,planning_2,water_risk,soil_risk,slope_risk,total_risk
H-DROEST-020,H-DROEST-020,"Dream Centre, King Street, Droylsden, M43 6TR",0.09,not-owned-by-a-public-authority,not-permissioned,0.629028320016346,0.5833333333333334,0.9588516033219243,0.7237377522238679
H-DROEST-025,H-DROEST-025,"Garage land adjacent to 342 Fairfield Road, 342 Fairfield Road, Droylsden, M43 7LN",0.13,not-owned-by-a-public-authority,not-permissioned,0.6151818415709682,0.5833333333333334,0.8869219144798022,0.6951456964613679
H-DROEST-038,H-DROEST-038,"Land on the corner of King Street and Market Street, King Street, Droylsden, M43 6DQ",0.07,not-owned-by-a-public-authority,not-permissioned,0.6359495711980274,0.5833333333333334,0.9556820441656891,0.7249883162323499
H-DROEST-055,H-DROEST-055,"Seamark, Seamark, Edge Lane, Droylsden, M43 6SJ",2.24,not-owned-by-a-public-authority,not-permissioned,0.698037527003386,0.5833333333333334,0.9525475810782771,0.7446394804716654
H-DROEST-069,H-DROEST-069,"Moss Tavern site, Moss Tavern, 99-101 Ashton Road, Droylsden, M43 7FJ",0.2,not-owned-by-a-public-authority,not-permissioned,0.6778508936486027,0.5833333333333334,0.961016963972541,0.740733730318159
H-DROWST-019,H-DROWST-019,"Works adjacent 189 Manor Road, 189 Manor Road, Droylsden, M35 6PW",0.08,not-owned-by-a-public-authority,not-permissioned,0.7597985212896747,0.5833333333333334,0.9351876227759953,0.7594398257996677
H-HYDNEW-003,H-HYDNEW-003,"Former Newton Printworks (ABC Wax), Clarendon Road, Hyde, SK14 2LJ",5.69,mixed-ownership,not-permissioned,0.9861899852993578,0.5833333333333334,0.9048508121608051,0.8247913769311653
H-HYDWER-011,H-HYDWER-011,"Yard & car park on Syddall Street, Syddall Street, Hyde, SK14 1LB",0.14,not-owned-by-a-public-authority,not-permissioned,0.8833535075716289,0.5833333333333334,0.871948737387816,0.7795451927642594
H-HYDWER-074,H-HYDWER-074,"68 - 70 Market Street, Hyde, SK14 1ES",0.02,not-owned-by-a-public-authority,not-permissioned,0.9118471120750224,0.5833333333333334,0.9180631088324246,0.8044145180802601
H-LONGDE-023,H-LONGDE-023,"Former Police Station, Atherton Avenue, Hyde, SK14 6NL",0.21,not-owned-by-a-public-authority,not-permissioned,0.7345808766116139,0.5833333333333334,0.8555704595516199,0.7244948898321891
H-MOSSLE-007,H-MOSSLE-007,"Land and building at 19B Manchester Road, 19B Manchester Road, Mossley, OL5 9PH",0.19,mixed-ownership,not-permissioned,0.9948617983591874,0.5833333333333334,0.8488340004453869,0.8090097107126359
H-MOSSLE-012,H-MOSSLE-012,"Plevins, Plevins, Cheshire Street, Mossley, OL5 9NG",3.74,not-owned-by-a-public-authority,not-permissioned,0.9502990883762282,0.5833333333333334,0.8685154852571305,0.8007159689888974
H-MOSSLE-132,H-MOSSLE-132,"North end of Audley Street, Audley Street, Mossley, OL5 9WH",0.67,not-owned-by-a-public-authority,not-permissioned,0.984770716449469,0.5833333333333334,0.8425958695370733,0.8035666397732918
H-MOSSLE-146,H-MOSSLE-146,"Yorkshire Ward Conservative Club, Yorkshire Ward Conservative Club, Carrhill Road, Mossley, OL5 0BL",0.21,not-owned-by-a-public-authority,not-permissioned,0.9045723764971894,0.5833333333333334,0.5340709706910483,0.6739922268405237
H-MOSSLE-198,H-MOSSLE-198,"Fleece Inn 53 Stamford Street, Mossley, OL5 0HR",0.02,not-owned-by-a-public-authority,not-permissioned,0.8711908307985886,0.5833333333333334,0.8818049047604216,0.7787763562974478
H-STANTH-029,H-STANTH-029,"St James Church Yard And Memorial Gardens, Huddersfield Road, Millbrook",0.5,not-owned-by-a-public-authority,not-permissioned,0.9250357377898817,0.5833333333333334,0.8371560274549672,0.7818416995260608
H-STANTH-043,H-STANTH-043,"Stalybridge Motors, Stalybridge Motors, 111 Stamford Street, Stalybridge, SK15 1LH",0.11,not-owned-by-a-public-authority,not-permissioned,0.9787071682207614,0.5833333333333334,0.8594364365077212,0.8071589793539387
H-STMICH-019,H-STMICH-019,"Land between & to the rear of 24-26 Cedar Street, 24-26 Cedar Street, Ashton-under-Lyne",0.18,not-owned-by-a-public-authority,not-permissioned,0.7781478482043983,0.5833333333333334,0.8793723497128805,0.7469511770835373
H-STMICH-033,H-STMICH-033,"Garage plot on junction of Botany Lane & Holden Street, Holden Street, Ashton-under-Lyne",0.23,not-owned-by-a-public-authority,not-permissioned,0.8464549415187212,0.5833333333333334,0.917754545939725,0.7825142735972599
H-STPETE-028,H-STPETE-028,"Hanover Mill, Hanover Mill, Fitzroy Street, Ashton-under-Lyne, OL7 0TL",0.17,not-owned-by-a-public-authority,not-permissioned,0.859700127175677,0.5833333333333334,0.9562517972477754,0.7997617525855952
H-STPETE-039,H-STPETE-039,"Union Street Car Park, Union Street, Ashton-under-Lyne",0.63,owned-by-a-public-authority,not-permissioned,0.8674820136269257,0.5833333333333334,0.8103613365916701,0.7537255611839764
H-STPETE-053,H-STPETE-053,"Church Street Car Park, Church Street, Ashton-under-Lyne",0.13,owned-by-a-public-authority,not-permissioned,0.9790057106335106,0.5833333333333334,0.775585100312047,0.7793080480929637
H-STPETE-056,H-STPETE-056,"Wood Street Car Park, Wood Street, Ashton-under-Lyne",0.09,not-owned-by-a-public-authority,not-permissioned,0.9555407695537583,0.5833333333333334,0.9275844361607926,0.8221528463492946
H-STPETE-057,H-STPETE-057,"Wellington Street Car Park, Wych Street, Ashton-under-Lyne",0.09,not-owned-by-a-public-authority,not-permissioned,0.9516118855723944,0.5833333333333334,0.9311571968262221,0.8220341385773167
H-STPETE-063,H-STPETE-063,"Works buildings, South Dean Street / Cavendish Street, Cavendish Street, Ashton-under-Lyne",0.2,mixed-ownership,not-permissioned,0.8697246952240776,0.5833333333333334,0.9452182253492002,0.7994254179688705
H-STPETE-065,H-STPETE-065,"Territorial Army Barrack, Territorial Army Barrack, Cavendish Street, Ashton-under-Lyne, OL6 7BY",0.34,not-owned-by-a-public-authority,not-permissioned,0.9235851541285282,0.5833333333333334,0.9424130419345637,0.8164438431321418
H-STPETE-083,H-STPETE-083,"Wasteland at end of Stelfox Lane, Stelfox Lane, Audenshaw, M34 5HE",0.17,owned-by-a-public-authority,not-permissioned,0.8739886812239196,0.5833333333333334,0.9338540446811545,0.7970586864128025
H-STPETE-131,H-STPETE-131,"Henrietta Street and Wimpole Street Car Parks, Wimpole Street, Ashton-under-Lyne",0.56,mixed-ownership,not-permissioned,0.8921446069820732,0.5833333333333334,0.9034732642329714,0.7929837348494594
H-STPETE-132,H-STPETE-132,"Old Cross Street Car Parks, Old Cross Street, Ashton-under-Lyne",0.67,owned-by-a-public-authority,not-permissioned,0.9155326818244915,0.5833333333333334,0.8952600208139142,0.7980420119905797
H-STPETE-143,H-STPETE-143,"Advantage House, 156 Oxford Street West, Ashton-under-Lyne, OL7 0NB",0.04,not-owned-by-a-public-authority,not-permissioned,0.913702822918167,0.5833333333333334,0.9730574809212499,0.82336454572425
H-STPETE-157,H-STPETE-157,"Independent Methodist Church , Independent Methodist Church, Wellington Road, Ashton-unde-Lyne, OL6 6DP",0.04,not-owned-by-a-public-authority,not-permissioned,0.8767561523090903,0.5833333333333334,0.9052955030719775,0.7884616629048004
H-STPETE-164,H-STPETE-164,"Ashton Town Centre, Ashton-under-Lyne",1.08,not-owned-by-a-public-authority,not-permissioned,0.9045306766451431,0.5833333333333334,0.8700523519967809,0.785972120658419
H-STPETE-166,H-STPETE-166,"257 Stockport Road, Ashton-Under-Lyne, OL7 0NT",0.09,not-owned-by-a-public-authority,not-permissioned,0.8875264545144693,0.5833333333333334,0.9292668346877546,0.8000422075118525
H-WATERL-010,H-WATERL-010,"Land & garages rear of 61-67 Northumberland Avenue, 61-67 Northumberland Avenue, Ashton-under-Lyne",0.11,not-owned-by-a-public-authority,not-permissioned,0.7753418120000009,0.5833333333333334,0.9516243889680857,0.7700998447671399
H-DENTNE-070,H-DENTNE-070,"Former Denton Baths, Victoria Street, Denton",0.22,owned-by-a-public-authority,not-permissioned,0.7832064193754394,0.5833333333333334,0.9116860459467043,0.7594085995518257
H-HYDGOD-088,H-HYDGOD-088,"Former Hyde Library Union Street, Hyde",0.86,owned-by-a-public-authority,not-permissioned,0.9195771793101162,0.5833333333333334,0.9438805822349915,0.8155970316261469
H-STPETE-014,H-STPETE-014,"Land at Hodgson Street/ Wellbeck Street, St Petersfield, Ashton-under-Lyne",0.31,not-owned-by-a-public-authority,not-permissioned,0.9120713286102792,0.5833333333333334,0.9407859830442447,0.8120635483292857
H-LONGDE-042,H-LONGDE-042,"off Bretland Gardens, Mottram",0.22,not-owned-by-a-public-authority,not-permissioned,0.8229289074355337,0.5833333333333334,0.9317900173468574,0.7793507527052416
H-DENTNE-080,H-DENTNE-080,"Former Denton Centre, Duke Street, Denton",0.36,owned-by-a-public-authority,not-permissioned,0.7744259037754097,0.5833333333333334,0.9334743650458517,0.7637445340515315
H-DROEST-052,H-DROEST-052,"Former Droylsden Library and land west of Lock Keepers Court, Manchester Road, Droylsden",0.93,owned-by-a-public-authority,not-permissioned,0.6623453049458349,0.5833333333333334,0.9597612135483694,0.7351466172758458
H-DROEST-098,H-DROEST-098,"The Jolly Carter, 231 Manchester Road, Droylsden",0.33,not-owned-by-a-public-authority,not-permissioned,0.6708102312002919,0.5833333333333334,0.94428535201057,0.732809638848065
H-DROWST-036,H-DROWST-036,"Former Cemetery Maintenance Yard, Manor Road, Droylsden",0.25,owned-by-a-public-authority,not-permissioned,0.7763339607833393,0.5833333333333334,0.9596687118009427,0.7731120019725385
H-DUKSTB-088,H-DUKSTB-088,"Land between Caroline Street and River Tame, Caroline Street, Stalybridge",0.52,owned-by-a-public-authority,not-permissioned,0.9578471467737536,0.5833333333333334,0.9018500065987739,0.8143434955686203
H-LONGDE-253,H-LONGDE-253,"Former Longdendale Recreation Centre, Manley Grove",0.58,owned-by-a-public-authority,not-permissioned,0.7127224026718982,0.5833333333333334,0.903963787820342,0.7333398412751913
H-STPETE-202,H-STPETE-202,"Former Active Tameside Ashton Swimming Pool, Water Street, Ashton-under-Lyne",0.54,owned-by-a-public-authority,not-permissioned,0.9209635654592356,0.5833333333333334,0.8718668234552379,0.7920545740826023
H-DUKINF-017,H-DUKINF-017,"Former site of North Star Public House, Queen Street, Dukinfield, SK16 4LS",0.09,not-owned-by-a-public-authority,permissioned,0.948741006274544,0.5833333333333334,0.8763609246601617,0.8028117547560131
H-MOSSLE-130,H-MOSSLE-130,"Britannia Mill, Britannia Mill, Manchester Road, Mossley, OL5 9AJ",0.41,not-owned-by-a-public-authority,permissioned,0.9738610572344596,0.5833333333333334,0.6831134213499761,0.7467692706392564
H-STANTH-038,H-STANTH-038,"Former Stalybridge Clinic, Stamford Street, Stalybridge, SK15 1JZ",0.39,not-owned-by-a-public-authority,permissioned,0.9560259396923125,0.5833333333333334,0.890277859551838,0.8098790441924946
H-STPETE-010,H-STPETE-010,"Car park, 205-217 Stamford Street Central, Ashton-under-Lyne, OL6 7QB",0.13,not-owned-by-a-public-authority,permissioned,0.9614106659240159,0.5833333333333334,0.9124810030362404,0.8190750007645299
H-STPETE-024,H-STPETE-024,"8 Church Street, 8 Church Street, Ashton-under-Lyne",0.05,not-owned-by-a-public-authority,permissioned,0.9636762701465332,0.5833333333333334,0.9157235410180729,0.8209110481659798
H-STPETE-030,H-STPETE-030,"Fomer Universal Nighclub, 228 Stamford Street Central, Ashton-under-Lyne, OL6 7LJ",0.04,not-owned-by-a-public-authority,permissioned,0.9572630957486512,0.5833333333333334,0.9308380032634604,0.8238114774484817
H-DENTNE-004,H-DENTNE-004,"Premises adjacent to 28 Town Lane, 28 Town Lane, Denton, M34 5EE",0.17,not-owned-by-a-public-authority,permissioned,0.7535637272885556,0.5833333333333334,0.8934930896120205,0.743463383411303
H-LONGDE-160,H-LONGDE-160,"Roe Cross Green Cafe Roe Cross Road, Mottram, SK14 6SD",0.29,not-owned-by-a-public-authority,permissioned,0.5728115315622461,0.5833333333333334,0.7591926231668237,0.6384458293541343
H-MOSSLE-043,H-MOSSLE-043,"Land at the Highland Laddie PH, The Highland Laddie, Market Street, Mossley, OL5 0ES",0.13,not-owned-by-a-public-authority,permissioned,0.9107744200792071,0.5833333333333334,0.8512924430827904,0.7818000654984436
H-DUKSTB-080,H-DUKSTB-080,"1 Trinity Street, Stalybridge",0.05,not-owned-by-a-public-authority,permissioned,0.9470867648811099,0.5833333333333334,0.917165852040993,0.8158619834184787
H-HYDWER-082,H-HYDWER-082,"First Floor Shirley House Oldham Street, Hyde",0.03,not-owned-by-a-public-authority,permissioned,0.9151411624057209,0.5833333333333334,0.9383791169949904,0.8122845375780149
H-LONGDE-245,H-LONGDE-245,"Roe Cross Green Cafe Roe Cross Road, Mottram",0.13,not-owned-by-a-public-authority,permissioned,0.5887361043033452,0.5833333333333334,0.6727825203291845,0.6149506526552876
H-STPETE-170,H-STPETE-170,"53 Warrington Street, Ashton-under-Lyne",0.17,not-owned-by-a-public-authority,permissioned,0.9330924015667692,0.5833333333333334,0.9667787230872747,0.8277348193291257
H-STPETE-177,H-STPETE-177,"30 - 38 Old Street, Ashton-under-Lyne",0.16,not-owned-by-a-public-authority,permissioned,0.9310460478230209,0.5833333333333334,0.9399776977638198,0.8181190263067247
H-DUKSTB-079,H-DUKSTB-079,"Ashton Weekly Newspapers, Park House 5 Acres Lane, Stalybridge",0.2,not-owned-by-a-public-authority,permissioned,0.899109229469977,0.5833333333333334,0.8696374781252189,0.7840266803095098
H-AUDENS-129,H-AUDENS-129,"218 Audenshaw Road, Audenshaw",0.18,not-owned-by-a-public-authority,permissioned,0.758441738216921,0.5833333333333334,0.9149571014956297,0.7522440576819612
H-DENTNE-075,H-DENTNE-075,"Lloyds TSB Bank 38 Ashton Road, Denton",0.03,not-owned-by-a-public-authority,permissioned,0.8032287228816534,0.5833333333333334,0.9542000538081268,0.7802540366743712
H-DROWST-035,H-DROWST-035,"Droylsden Labour Club 100 Manchester Road, Droylsden",0.04,not-owned-by-a-public-authority,permissioned,0.6833982176609804,0.5833333333333334,0.9399598911704734,0.7355638140549291
H-HYDWER-087,H-HYDWER-087,"Ground Floor Shirley House Oldham Street, Hyde",0.03,not-owned-by-a-public-authority,permissioned,0.9151411624057209,0.5833333333333334,0.9383791169949904,0.8122845375780149
H-HYDWER-089,H-HYDWER-089,"11 Railway Street, Hyde",0.03,not-owned-by-a-public-authority,permissioned,0.9067246508963557,0.5833333333333334,0.8748325466898909,0.78829684363986
H-STASTH-070,H-STASTH-070,"Travellers Call, 26 Wakefield Road, Stalybridge",0.05,not-owned-by-a-public-authority,permissioned,0.9929289065721703,0.5833333333333334,0.7836069395623534,0.786623059822619
H-STPETE-121,H-STPETE-121,"6-8 Stamford Arcade, Ashton-under-Lyne",0.02,not-owned-by-a-public-authority,permissioned,0.9457083713533372,0.5833333333333334,0.8931143006688225,0.8073853351184977
H-STPETE-184,H-STPETE-184,"185 - 189, Stamford Street Central, Ashton-under-lyne",0.05,not-owned-by-a-public-authority,permissioned,0.9804225658253588,0.5833333333333334,0.7569588132343797,0.7735715707976906
H-STPETE-186,H-STPETE-186,"61 Stockport Road, Ashton-under-lyne",0.11,not-owned-by-a-public-authority,permissioned,0.9184145412544549,0.5833333333333334,0.8590241929092846,0.7869240224990243
H-HYDGOD-110,H-HYDGOD-110,"Hyde Central Conservative Club, 2 Reynold Street, Hyde",0.02,not-owned-by-a-public-authority,permissioned,0.9262176488449281,0.5833333333333334,0.9103413481818527,0.8066307767867048
H-HYDWER-078,H-HYDWER-078,"1 Syddall Street, Hyde",0.14,not-owned-by-a-public-authority,permissioned,0.8867856869467228,0.5833333333333334,0.8653671594460662,0.7784953932420408
H-STPETE-191,H-STPETE-191,"147 - 155 Stamford Street Central, Ashton-under-Lyne OL6 6XW",0.07,not-owned-by-a-public-authority,permissioned,0.9630758109573627,0.5833333333333334,0.912854522809782,0.8197545557001593
H-STPETE-199,H-STPETE-199,"Cavendish House, Cavendish Street, Ashton-under-Lyne",0.04,not-owned-by-a-public-authority,permissioned,0.990725561213066,0.5833333333333334,0.895041498443356,0.8230334643299185
SHLAA0600,SHLAA0600,Southgate,1.0,owned-by-a-public-authority,not-permissioned,0.901916073180828,0.5833333333333334,0.8624050649851763,0.7825514904997792
SHLAA0113B,SHLAA0113B,Worsley Mesnes: Shop site at Mesnes Avenue,1.41,owned-by-a-public-authority,not-permissioned,0.9181392459473229,0.5833333333333334,0.9560588597650764,0.8191771463485775
SHLAA0113C,SHLAA0113C,Worsley Mesnes: Site of Blake Close and Huxley House,1.3,mixed-ownership,not-permissioned,0.9208610578407008,0.75,0.9024817770402671,0.8577809449603228
SHLAA0113D,SHLAA0113D,Worsley Mesnes: Land north of Elliot Gardens,0.81,owned-by-a-public-authority,not-permissioned,0.9277724345464643,0.75,0.9429960796982417,0.8735895047482353
SHLAA0113E,SHLAA0113E,Worsley Mesnes: Site of Victoria Labour Club,0.78,owned-by-a-public-authority,not-permissioned,0.9648226096151981,0.5833333333333334,0.8931608284527206,0.8137722571337506
SHLAA0035,SHLAA0035,Rosedale Avenue/Water Street Atherton,0.8,not-owned-by-a-public-authority,not-permissioned,0.6774594436891485,0.5833333333333334,0.9179894956568694,0.7262607575597837
SHLAA0056,SHLAA0056,Land at Coop Street Scholes Wigan,0.26,owned-by-a-public-authority,not-permissioned,0.9363943373989077,0.6057740796772567,0.8845158056587815,0.8088947409116486
SHLAA0018,SHLAA0018,Corner Kitt Green Road and Pembroke Road Wigan,0.15,not-owned-by-a-public-authority,not-permissioned,0.8246571416889253,0.5833333333333334,0.9613045957478061,0.7897650235900215
SHLAA0362,SHLAA0362,Pagefield Hotel 168 Gidlow Lane Wigan,0.4,not-owned-by-a-public-authority,not-permissioned,0.8547441363611431,0.75,0.8967073910978723,0.8338171758196719
SHLAA0354,SHLAA0354,Apollo Printing Services Heeley Street Wigan,0.08,not-owned-by-a-public-authority,not-permissioned,0.8232354648172507,0.5969413233458177,0.9632576102799313,0.7944781328143332
SHLAA0181,SHLAA0181,"Collier Brook Industrial Estate, Bag Lane, Atherton",0.48,not-owned-by-a-public-authority,not-permissioned,0.6482947841638477,0.5833333333333334,0.9313990259499901,0.7210090478157237
SHLAA0403,SHLAA0403,60 Brook Lane Orrell Wigan WN5 8JG,0.1,not-owned-by-a-public-authority,not-permissioned,0.9527002984662963,0.75,0.9361476997294053,0.8796159993985672
SHLAA0363,SHLAA0363,Pickup Street Ince,0.61,owned-by-a-public-authority,not-permissioned,0.7632572908867772,0.5833333333333334,0.9328153647123287,0.7598019963108132
SHLAA0356,SHLAA0356,Remaining land at Springbank Ind Est Liverpool Road Platt Bridge Wigan,0.65,not-owned-by-a-public-authority,not-permissioned,0.9241107345909871,0.5833333333333334,0.9611575042139182,0.8228671907127462
SHLAA0131,SHLAA0131,Eckersley Mill Swan Meadow Road Wigan,5.7,not-owned-by-a-public-authority,not-permissioned,0.9546378992911793,0.75,0.8775346563297738,0.8607241852069843
SHLAA0126,SHLAA0126,Wigan and Leigh College Pagefield Building Bridgeman Terrace Wigan,3.36,not-owned-by-a-public-authority,not-permissioned,0.8118678850302391,0.75,0.9199002452740914,0.8272560434347769
SHLAA0319,SHLAA0319,Land at Worsley Terrace Wigan,0.25,not-owned-by-a-public-authority,not-permissioned,0.9736333726312363,0.75,0.8385828439064968,0.8540720721792443
SHLAA0385,SHLAA0385,Vyna House North Lane Tyldesley Manchester M29 7AB,0.51,not-owned-by-a-public-authority,not-permissioned,0.8864434668784791,0.6712578616352199,0.9379667496445214,0.8318893593860736
SHLAA0134,SHLAA0134,Westwood Park Wigan,28.93,owned-by-a-public-authority,not-permissioned,0.9759191128091769,0.75,0.8276332110075381,0.851184107938905
SHLAA0026,SHLAA0026,Rockleigh Hotel 50 Bolton Road Ashton-in-Makerfield,0.3,not-owned-by-a-public-authority,not-permissioned,0.9877826662472132,0.75,0.8233029683332206,0.8536952115268113
SHLAA0087,SHLAA0087,"Land at Woodcock Drive, Platt Bridge",0.4,owned-by-a-public-authority,not-permissioned,0.9798200038532616,0.5833333333333334,0.9455541109615885,0.8362358160493945
SHLAA0048,SHLAA0048,"Land to west of Lovers Lane, Howe Bridge, Atherleigh",3.11,owned-by-a-public-authority,not-permissioned,0.9012673328007436,0.5833333333333334,0.9229626260899209,0.8025210974079992
SHLAA0043,SHLAA0043,Land between Crankwood Road and Leeds/Liverpool Canal,1.31,not-owned-by-a-public-authority,not-permissioned,0.9076033296252187,0.5833333333333334,0.9141968479353938,0.801711170297982
SHLAA0349,SHLAA0349,Development South Of Millgate Multi Storey Car Park Millgate,0.22,owned-by-a-public-authority,not-permissioned,0.978263126839612,0.6913303437967115,0.8350931774343654,0.8348955493568964
SHLAA0265,SHLAA0265,Hindleys Farm Wigan Road Atherton,0.61,not-owned-by-a-public-authority,not-permissioned,0.840942497481286,0.5833333333333334,0.947892063191766,0.7907226313354618
SHLAA0239,SHLAA0239,Land at Parsonage Farm and Garage Westleigh Lane,0.69,not-owned-by-a-public-authority,not-permissioned,0.9790623364881796,0.5833333333333334,0.9307508800761374,0.8310488499658835
SHLAA0339,SHLAA0339,"Land at Briar Grove, Leigh",0.37,owned-by-a-public-authority,not-permissioned,0.8929563626063347,0.5833333333333334,0.9563356419342028,0.8108751126246236
SHLAA0147,SHLAA0147,"Wigan and Leigh College, Railway Road, Leigh",0.23,not-owned-by-a-public-authority,not-permissioned,0.9101974311028777,0.75,0.9554998027572466,0.8718990779533747
SHLAA0098,SHLAA0098,"Council depot, Christopher Street, Ince",0.92,owned-by-a-public-authority,not-permissioned,0.7999028190807175,0.5867015968063872,0.9559872649540453,0.7808638936137168
SHLAA0104,SHLAA0104,Castle Hill Hindley,1.8,owned-by-a-public-authority,not-permissioned,0.9281089750222457,0.5833333333333334,0.9122341339586839,0.8078921474380877
SHLAA0302,SHLAA0302,Former Pembway Leopold Street Pemberton Wigan WN5 8JG,0.29,not-owned-by-a-public-authority,not-permissioned,0.9519928600710432,0.75,0.92317702743971,0.8750566291702512
SHLAA0312,SHLAA0312,1 - 5 New Market Street Wigan WN1 1SE,0.04,not-owned-by-a-public-authority,not-permissioned,0.8978642112297592,0.75,0.8635833193797855,0.8371491768698482
SHLAA0407,SHLAA0407,"Car park, former Town Hall site, Rodney Street",0.38,not-owned-by-a-public-authority,not-permissioned,0.9716927563703234,0.5833333333333334,0.9105522231891015,0.8218594376309194
SHLAA0414,SHLAA0414,1-40 Limefield Scholes,0.36,not-owned-by-a-public-authority,not-permissioned,0.9689037925446108,0.75,0.8591198284114009,0.8593412069853373
SHLAA0374,SHLAA0374,Open Land North East Of 21 Knowsley Street Leigh,0.21,not-owned-by-a-public-authority,not-permissioned,0.9870174042465601,0.5833333333333334,0.9537529274428923,0.8413678883409287
SHLAA0399,SHLAA0399,Open Land East Of 242 Atherton Road Hindley,0.15,not-owned-by-a-public-authority,not-permissioned,0.9127681467627802,0.7118159203980101,0.9476742645582759,0.8574194439063554
SHLAA0408,SHLAA0408,Jury Street Briggs Street Leigh,1.25,owned-by-a-public-authority,not-permissioned,0.9774352103504975,0.5833333333333334,0.9740062965796542,0.844924946754495
SHLAA0299,SHLAA0299,592 Liverpool Road Platt Bridge Wigan WN2 3UJ,0.04,not-owned-by-a-public-authority,not-permissioned,0.8977566304832681,0.5833333333333334,0.978715006202976,0.8199349900065259
SHLAA0439,SHLAA0439,Fourways Assessment Unit Cleworth Hall Lane Tyldesley Manchester M29 8WS,0.08,not-owned-by-a-public-authority,not-permissioned,0.8706464088148725,0.5833333333333334,0.9106261565328647,0.7882019662270235
SHLAA0440,SHLAA0440,Bolton Road Service Station Bolton Road Atherton Manchester M46 9JG,0.16,not-owned-by-a-public-authority,not-permissioned,0.6835494007538482,0.5833333333333334,0.9381858352809979,0.7350228564560598
SHLAA0447,SHLAA0447,The Hockery Brook 146 Wigan Road Hindley Wigan WN2 3DF,0.23,not-owned-by-a-public-authority,not-permissioned,0.8650014729636533,0.5833333333333334,0.9258395501472049,0.7913914521480638
SHLAA0452,SHLAA0452,Site Of Former Formby Hall Alder Street Atherton Manchester M46 9EY,0.31,not-owned-by-a-public-authority,not-permissioned,0.7495480494139908,0.5833333333333334,0.8669599095778054,0.7332804307750432
SHLAA0455,SHLAA0455,Site To The Rear Of 126 Warrington Road Abram Wigan WN2 5QH,0.28,not-owned-by-a-public-authority,not-permissioned,0.9891064226547123,0.75,0.9043016289631274,0.8811360172059466
SHLAA0462,SHLAA0462,Tyldesley Old Road Atherton Manchester M46 9AF,0.1,not-owned-by-a-public-authority,not-permissioned,0.845934448724125,0.5833333333333334,0.9489770414809975,0.7927482745128186
SHLAA0502,SHLAA0502,Former Ambulance Station Pottery Road,0.19,owned-by-a-public-authority,not-permissioned,0.9868120135344398,0.75,0.9458468071084433,0.894219606880961
SHLAA0507,SHLAA0507,St Helens Road Leigh,0.86,owned-by-a-public-authority,not-permissioned,0.8091647440277158,0.75,0.9316051715630428,0.8302566385302529
SHLAA0509,SHLAA0509,Bolton Road/ Albert Street Ashton,0.13,owned-by-a-public-authority,not-permissioned,0.9766159402597504,0.5833333333333334,0.9418353318505317,0.8339282018145385
SHLAA0510,SHLAA0510,Bold Street/ Billinge Road,0.15,not-owned-by-a-public-authority,not-permissioned,0.9950971102097075,0.75,0.8713165736168549,0.872137894608854
SHLAA0549,SHLAA0549,Leigh Sports Village,0.51,owned-by-a-public-authority,not-permissioned,0.8718242379656034,0.75,0.9299271461156261,0.8505837946937431
SHLAA0550,SHLAA0550,Pit Pony Club Low Bank Road Ashton,0.28,not-owned-by-a-public-authority,not-permissioned,0.932520809968795,0.5833333333333334,0.9283785810288138,0.8147442414436474
SHLAA0553,SHLAA0553,Oak Avenue Golborne,0.2,owned-by-a-public-authority,not-permissioned,0.8957356237818007,0.5833333333333334,0.9636627771049568,0.814243911406697
SHLAA0548,SHLAA0548,Car Bank Square Atherton,0.251,owned-by-a-public-authority,not-permissioned,0.6140008706581098,0.5833333333333334,0.9259194445475082,0.7077512161796505
SHLAA0405,SHLAA0405,"Land adjacent to Premier Inn, Harrogate Street",0.2,not-owned-by-a-public-authority,not-permissioned,0.901916073180828,0.5833333333333334,0.8624050649851763,0.7825514904997792
SHLAA0253,SHLAA0253,Shanghai Palace Poolstock Wigan,0.27,not-owned-by-a-public-authority,pending-decision,0.9575022650499656,0.75,0.9383832784477946,0.8819618478325868
SHLAA0355,SHLAA0355,Land Off Liverpool Road Platt Bridge Wigan,0.39,not-owned-by-a-public-authority,pending-decision,0.9273635802316839,0.5833333333333334,0.938517517768277,0.8164048104444314
SHLAA0002,SHLAA0002,South of Hindley Wigan,109.02,not-owned-by-a-public-authority,pending-decision,0.800571811323083,0.5833333333333334,0.9012112502600429,0.761705464972153
SHLAA0074,SHLAA0074,Land at Liverpool Road and Harper Street Hindley,0.25,mixed-ownership,pending-decision,0.921663807916899,0.6631205673758865,0.956087409024392,0.8469572614390591
SHLAA0348,SHLAA0348,Higher Ince Social Club Empress Ind Est Anderton Street Ince,0.15,not-owned-by-a-public-authority,pending-decision,0.7499048393629838,0.5833333333333334,0.9430652789921428,0.7587678172294866
SHLAA0023,SHLAA0023,"Leyland Mill, Wigan",1.59,not-owned-by-a-public-authority,pending-decision,0.9753497398387396,0.75,0.842130787297047,0.8558268423785956
SHLAA0045,SHLAA0045,"Westleigh Waterfront, Plank Lane, Leigh",20.81,mixed-ownership,pending-decision,0.9324235245540969,0.5833333333333334,0.9157904249281418,0.810515760938524
SHLAA0327,SHLAA0327,Land east of Phoenix Way,2.6,owned-by-a-public-authority,pending-decision,0.7882138925647417,0.75,0.8492916097692391,0.7958351674446602
